Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ13,OUT049,690.51215
FDB57,OUT019,3467.301
FDR40,OUT046,3326.686
NCO14,OUT019,3527.5308
NCN19,OUT045,4965.6533
FDQ28,OUT019,288.97128
FDO13,OUT018,2444.6777
FDK48,OUT013,2836.6753
FDU07,OUT018,4335.2095
FDW20,OUT046,2812.4119
FDV12,OUT010,2738.733
FDH24,OUT013,819.7402
FDV59,OUT049,764.02826
FDK57,OUT045,1905.5771
FDL16,OUT027,1617.7411
NCQ17,OUT046,325.89908
FDJ15,OUT018,231.67984
FDX24,OUT049,1711.0042
FDT47,OUT046,1382.3474
FDT10,OUT049,1735.5348
FDZ37,OUT018,1449.6707
FDW43,OUT027,3696.7866
DRN36,OUT017,3613.0242
FDJ14,OUT045,3659.1147
FDA32,OUT013,3508.7483
FDJ38,OUT019,3621.9688
FDQ57,OUT017,390.48737
NCQ41,OUT019,524.9758
FDG56,OUT049,2807.5154
DRC13,OUT027,2897.0205
FDV55,OUT035,2771.3684
FDQ49,OUT045,1398.0304
FDE29,OUT010,299.60873
FDR03,OUT013,531.9726
FDD45,OUT049,2551.2537
FDN38,OUT010,1222.58
FDT56,OUT046,2287.2878
FDT48,OUT045,236.28719
FDU03,OUT049,1770.6531
FDC56,OUT010,329.31198
NCO43,OUT027,1516.8896
FDQ27,OUT017,1547.986
FDR03,OUT046,2988.6272
DRH23,OUT010,1641.0557
FDG22,OUT045,1486.0491
NCJ42,OUT013,4229.073
FDR24,OUT046,396.98657
FDW60,OUT035,4209.518
FDJ08,OUT013,4011.538
DRL59,OUT018,1580.4398
FDG60,OUT010,333.16812
FDW27,OUT017,1319.8822
FDX14,OUT018,239.30284
FDC20,OUT013,1400.1837
NCS29,OUT018,1517.708
FDJ56,OUT046,2792.7734
FDB20,OUT019,1204.8495
FDL28,OUT027,1161.2667
FDW01,OUT018,3089.2397
FDL03,OUT046,3277.1082
FDX22,OUT049,5157.477
FDJ21,OUT035,707.90015
FDR31,OUT045,396.70557
FDG21,OUT035,3608.0208
FDS22,OUT027,3255.5361
FDK08,OUT035,3392.8098
FDE17,OUT018,2480.4897
NCN30,OUT017,2469.9272
FDT50,OUT046,264.01486
NCX42,OUT049,2014.8457
FDJ12,OUT035,1975.8911
NCA18,OUT027,2165.803
FDP23,OUT019,1443.7559
FDX12,OUT013,1497.4467
FDN40,OUT018,1554.6141
FDV48,OUT035,1584.958
NCY54,OUT013,2768.4304
FDL16,OUT010,2961.4534
FDR45,OUT018,2799.5386
FDJ52,OUT046,2905.4958
DRG01,OUT017,2811.183
FDP52,OUT013,2183.1062
FDU58,OUT017,2076.2483
FDL02,OUT045,1765.1409
FDG28,OUT013,2030.1572
FDA19,OUT035,402.8265
FDW46,OUT027,329.58926
NCD43,OUT049,2072.5364
DRG39,OUT013,3427.1548
NCF55,OUT049,1738.5531
FDJ07,OUT046,1715.3713
FDE08,OUT046,2184.4805
FDP56,OUT019,1855.5388
FDT45,OUT045,2072.027
FDF17,OUT018,1903.8341
FDX44,OUT046,2181.7637
FDM28,OUT027,619.6774
FDI36,OUT049,3439.924
FDS07,OUT045,3080.14
FDD36,OUT045,254.73665
FDW11,OUT046,1820.0962
FDN40,OUT049,1963.8524
NCQ18,OUT049,3035.4514
NCQ54,OUT017,518.08
NCS42,OUT045,2923.5508
DRH39,OUT010,3123.725
FDC09,OUT027,3069.798
FDT08,OUT010,4578.2983
FDC08,OUT035,330.954
FDT20,OUT017,1520.1722
FDS35,OUT035,3999.9744
FDX58,OUT018,3975.59
FDW58,OUT046,709.55646
DRD27,OUT046,809.6986
FDH32,OUT019,928.4309
FDS26,OUT035,566.7037
FDQ31,OUT046,733.0787
FDP11,OUT018,3730.434
FDD58,OUT017,3054.9998
FDM33,OUT045,2893.6584
FDZ16,OUT049,2910.7358
NCS29,OUT010,437.6508
NCM18,OUT019,380.35333
FDP11,OUT049,2966.5962
NCC42,OUT017,1808.4427
DRM23,OUT046,1690.777
NCN55,OUT027,1665.1255
FDK46,OUT013,1878.3755
FDR01,OUT046,1740.532
NCA05,OUT045,1558.713
NCP43,OUT017,1432.616
FDR12,OUT010,1396.4741
FDQ01,OUT013,2646.0347
FDM13,OUT046,2566.0283
FDQ19,OUT017,355.00366
FDK56,OUT019,2432.8525
NCX06,OUT010,3406.6523
FDO56,OUT027,3321.2356
FDU45,OUT045,3484.6267
FDI16,OUT019,3412.4685
FDL32,OUT046,1747.3744
FDA07,OUT046,1676.1129
FDA14,OUT045,223.36856
FDV46,OUT027,3289.9636
NCO07,OUT035,545.7936
NCP41,OUT046,1042.7759
FDY60,OUT018,747.0296
FDN38,OUT017,847.8674
FDO15,OUT046,887.78503
FDT60,OUT013,2463.2134
FDA55,OUT035,2640.3809
FDE02,OUT010,2574.3018
DRJ39,OUT049,4288.3247
FDV34,OUT035,2727.0251
FDS20,OUT027,2879.1943
FDF02,OUT027,2291.2922
FDW40,OUT017,2320.0103
NCB43,OUT046,3795.2366
FDR58,OUT017,2251.3726
DRJ59,OUT035,2389.5488
NCD30,OUT017,2288.908
FDE14,OUT017,2305.9487
FDC28,OUT018,2466.5305
FDU16,OUT018,1833.0065
NCD19,OUT035,2993.9104
FDU21,OUT046,2775.8096
FDV59,OUT027,2609.4346
FDU03,OUT045,389.38824
FDC33,OUT010,2755.728
NCR42,OUT035,2643.7776
DRH59,OUT035,2569.9673
NCM31,OUT035,712.1605
FDS50,OUT035,726.21875
FDP39,OUT046,2006.2356
FDQ55,OUT013,858.1563
FDV36,OUT019,218.52307
FDI05,OUT027,1181.6406
FDS45,OUT027,1178.8779
FDA39,OUT045,3347.2715
FDC37,OUT010,339.33197
FDJ60,OUT027,2196.496
DRQ35,OUT046,2057.9675
NCJ06,OUT046,1919.2255
NCY42,OUT018,1876.8812
DRM37,OUT049,766.1622
FDR14,OUT045,544.9839
FDE51,OUT049,517.3511
FDT33,OUT017,935.2124
FDR08,OUT013,297.94168
FDE36,OUT010,2056.7424
FDL22,OUT019,914.213
FDR44,OUT013,675.5184
FDI56,OUT019,716.41345
FDE47,OUT010,917.2486
FDV27,OUT010,751.44714
FDV10,OUT049,689.9048
FDC40,OUT045,581.03265
NCX41,OUT013,918.8497
NCQ38,OUT027,2110.8445
FDV12,OUT027,1755.6807
FDE52,OUT017,1948.5664
FDG20,OUT027,2194.203
FDV16,OUT027,2770.7842
FDI32,OUT017,2842.9514
FDJ32,OUT049,2826.4458
FDN39,OUT018,2931.3474
FDY34,OUT017,2768.2861
FDC14,OUT035,2962.231
FDA55,OUT017,4303.6045
FDZ50,OUT010,2040.1146
DRG13,OUT049,1983.5469
FDP01,OUT013,2750.25
NCG54,OUT017,2880.7324
FDM13,OUT045,2838.8838
NCO18,OUT027,3009.6113
NCW41,OUT013,2833.223
FDM52,OUT027,2441.962
NCF55,OUT035,351.47992
FDT09,OUT046,2850.5483
NCM19,OUT035,2476.0344
FDW12,OUT018,4117.2812
FDP15,OUT019,4128.308
FDK36,OUT045,4212.5195
FDZ25,OUT035,3930.767
NCW06,OUT049,3995.3196
FDW60,OUT046,4115.4497
DRC49,OUT013,4532.5176
NCT17,OUT035,4232.764
NCN06,OUT018,879.9383
FDC45,OUT013,848.5939
DRJ47,OUT019,1044.2781
NCF06,OUT045,1242.5425
FDE21,OUT010,3023.5386
DRG27,OUT013,3101.3286
FDW40,OUT049,678.66315
NCO53,OUT046,3239.0627
FDE23,OUT049,220.65425
FDQ16,OUT046,1337.4094
FDS26,OUT045,1241.8992
FDZ13,OUT010,1020.4164
FDS14,OUT049,1656.3236
FDC10,OUT045,1798.4277
FDY16,OUT049,1578.5352
FDJ20,OUT035,1691.5726
FDV43,OUT035,236.66283
FDZ32,OUT027,1891.986
FDR23,OUT046,3450.75
FDN24,OUT035,3533.634
FDE34,OUT027,3239.2424
FDU31,OUT013,3311.2278
FDW33,OUT018,1207.7192
FDU26,OUT046,319.87335
FDE20,OUT027,1414.2408
NCW05,OUT035,1503.0547
FDB22,OUT018,228.6033
FDO56,OUT046,2648.6921
FDA19,OUT027,3823.957
DRI39,OUT045,3926.3665
FDH52,OUT018,3965.3179
FDZ50,OUT035,3786.1125
NCN42,OUT035,696.2091
FDB53,OUT013,884.3121
DRG11,OUT017,744.1184
DRK11,OUT027,1074.0632
FDQ60,OUT017,304.41113
FDT36,OUT017,1030.0298
DRG25,OUT018,1066.9487
DRJ23,OUT046,2388.8618
FDG05,OUT035,1145.9777
NCK06,OUT018,1256.7336
FDU52,OUT017,1433.666
FDW07,OUT018,1163.8296
NCM17,OUT045,2608.5237
FDA22,OUT045,1663.0103
NCA41,OUT018,1800.2904
FDF38,OUT035,1765.8304
FDH52,OUT046,2489.9556
FDY58,OUT019,2430.4446
FDZ16,OUT045,260.5073
NCM18,OUT017,2319.2036
FDA22,OUT018,2627.0305
NCJ43,OUT035,2511.3342
FDI34,OUT027,1917.4403
FDG56,OUT046,1988.6973
FDS34,OUT046,2019.9487
DRC01,OUT035,1921.5332
FDQ04,OUT035,259.25845
FDK04,OUT035,3071.2075
FDT51,OUT049,4541.5933
FDV26,OUT017,3103.6897
FDS04,OUT049,3004.9792
FDW43,OUT018,1424.0653
FDQ28,OUT010,1507.3835
NCK06,OUT017,215.56316
FDS23,OUT018,1405.0406
FDZ36,OUT019,1825.547
FDE56,OUT018,1784.894
FDW10,OUT027,1692.736
NCN14,OUT045,338.4308
NCQ18,OUT045,478.17432
FDW08,OUT017,2880.8804
FDU43,OUT035,4676.7954
FDR33,OUT010,3814.5393
FDM24,OUT010,2329.205
NCZ05,OUT046,2532.4675
NCV41,OUT035,242.59302
FDV11,OUT018,282.7136
NCY05,OUT035,445.73514
FDV44,OUT018,1039.2072
FDW32,OUT049,4010.4001
NCU18,OUT027,3923.9075
NCC43,OUT035,230.26385
FDW19,OUT013,1450.5399
FDN31,OUT035,1342.7701
FDI48,OUT045,1536.2346
FDS24,OUT017,2750.5188
FDF46,OUT049,318.76788
DRG23,OUT017,1260.9413
FDG14,OUT018,3271.3208
NCY30,OUT049,1573.3887
FDO28,OUT018,1594.7986
DRD24,OUT035,229.51157
FDI33,OUT049,1567.5596
FDN32,OUT046,1717.1556
FDR16,OUT045,2840.3743
FDF26,OUT046,2793.2063
NCN29,OUT018,733.14777
FDE20,OUT045,541.02545
FDA46,OUT046,884.6859
FDU28,OUT045,609.40594
FDQ48,OUT045,632.86176
FDV36,OUT013,908.5781
FDR14,OUT018,1605.5641
FDP23,OUT017,1798.5844
FDP56,OUT013,1899.3088
FDK48,OUT010,1807.5061
FDR48,OUT046,271.96118
NCY29,OUT049,2332.0388
FDM22,OUT018,2194.2527
DRJ01,OUT013,3681.143
FDZ43,OUT045,364.59543
FDV03,OUT035,2393.6602
FDX11,OUT027,2014.9773
NCA41,OUT027,1856.9927
FDE38,OUT017,1781.6455
FDI27,OUT018,3310.6323
FDN32,OUT013,1857.7744
NCN43,OUT017,2904.7837
FDB47,OUT027,2967.0469
FDV03,OUT017,2774.9548
NCN30,OUT045,434.79196
NCV54,OUT010,2816.7449
FDV07,OUT013,1722.8976
FDP07,OUT049,228.48827
FDK48,OUT018,2867.875
FDM15,OUT019,1877.9324
FDY19,OUT027,1710.6636
FDK46,OUT046,3370.2375
FDY11,OUT045,1960.0813
FDH09,OUT046,1944.1758
FDO08,OUT027,263.2153
FDU14,OUT013,2950.2
FDD22,OUT027,418.2938
FDM27,OUT017,3009.4114
FDL02,OUT027,4389.737
NCA17,OUT035,2861.1768
FDE38,OUT019,2698.6423
NCG07,OUT049,3520.5408
DRC27,OUT013,337.14932
FDA27,OUT035,2140.8718
FDW40,OUT045,4213.994
DRI11,OUT013,2841.3386
FDN50,OUT046,2543.5063
FDR12,OUT046,2785.964
FDT34,OUT027,3629.1233
FDW11,OUT035,3980.2375
NCO30,OUT027,4050.203
FDZ34,OUT017,5496.3276
FDU45,OUT017,1075.735
NCD42,OUT035,1141.9443
FDX25,OUT045,1007.07086
NCR29,OUT046,1294.4053
FDX43,OUT019,1099.4999
FDB04,OUT010,2527.8267
FDR49,OUT027,2145.5222
FDS39,OUT018,3890.6997
FDW58,OUT045,3784.8472
FDG22,OUT019,3942.7627
FDG31,OUT017,1788.8007
NCV53,OUT027,4513.0166
DRJ37,OUT035,2916.7664
FDV07,OUT035,2395.2021
FDW52,OUT018,251.01465
FDT15,OUT045,863.11005
FDD02,OUT018,308.92014
FDM16,OUT035,958.0496
NCE55,OUT046,998.17426
FDB57,OUT018,1075.9684
FDQ04,OUT013,4509.2197
FDQ47,OUT019,2999.7332
FDY14,OUT019,203.97353
DRK37,OUT017,577.9401
FDO25,OUT017,696.9188
FDL57,OUT046,648.42444
NCK29,OUT018,1878.8625
FDK46,OUT027,1840.7393
NCB43,OUT010,1901.5829
DRE01,OUT027,1927.6725
FDC46,OUT018,1791.9232
FDQ23,OUT045,2811.2607
FDX38,OUT049,2878.2122
FDG60,OUT018,4417.7637
FDW55,OUT017,1921.5746
FDP39,OUT013,1707.3092
FDB20,OUT018,246.6804
FDV21,OUT017,1676.4961
FDZ02,OUT013,1801.2861
FDP19,OUT027,1684.8304
FDA38,OUT035,224.82892
FDH22,OUT045,2941.0845
DRM11,OUT045,1488.6614
FDO12,OUT027,316.42984
FDT14,OUT049,1760.4801
FDW34,OUT010,1421.7612
FDG04,OUT027,313.58316
FDW59,OUT018,1476.5619
FDR33,OUT018,1236.68
FDP32,OUT013,1518.8937
FDL13,OUT027,2682.6863
FDD22,OUT013,1428.6903
FDV40,OUT027,2407.939
NCD55,OUT046,1119.3545
FDQ20,OUT010,2564.7188
FDD28,OUT045,2378.8044
FDC39,OUT045,2676.561
NCR17,OUT049,398.5109
DRO35,OUT018,969.4603
FDF40,OUT049,795.47595
FDR31,OUT018,2161.8079
NCQ41,OUT017,3352.8442
FDP38,OUT046,3458.0342
NCU54,OUT027,657.6268
FDG22,OUT018,1774.4528
DRK59,OUT013,1696.6544
FDC37,OUT046,1906.4894
NCO42,OUT013,1743.47
NCT42,OUT017,1908.7994
FDX27,OUT035,1608.5156
FDV40,OUT018,2919.7512
FDT45,OUT027,1318.608
FDS47,OUT019,4740.375
FDR45,OUT035,3273.4792
FDB03,OUT045,2609.7292
FDO49,OUT035,2444.2642
FDU60,OUT027,719.9936
FDB26,OUT018,933.191
FDB46,OUT017,744.1024
FDQ37,OUT019,1890.7657
FDN03,OUT017,1626.0842
NCX30,OUT045,2085.677
FDK32,OUT019,1965.3638
DRM47,OUT013,1894.9246
NCO02,OUT046,335.82535
FDP04,OUT013,1292.0409
NCO43,OUT049,1257.5995
FDD59,OUT013,243.28531
FDQ10,OUT017,1589.6471
FDW45,OUT035,3337.9395
NCK30,OUT049,1903.5076
FDU31,OUT018,1944.8734
NCQ17,OUT019,1760.9303
FDN01,OUT017,4633.113
FDZ19,OUT049,2989.277
DRG37,OUT017,3241.1047
FDE32,OUT045,306.02563
FDO34,OUT049,651.39136
FDM04,OUT019,3987.6077
FDZ25,OUT049,320.4105
FDU08,OUT049,227.38052
NCW30,OUT045,1548.1036
NCM18,OUT013,1372.3876
FDS22,OUT035,443.676
NCH18,OUT017,516.1801
FDC23,OUT013,296.41873
FDY46,OUT013,4098.054
NCU06,OUT046,349.45654
FDX57,OUT045,2605.7356
FDX36,OUT027,698.4376
FDL16,OUT045,2190.6853
FDT16,OUT010,1033.709
FDN16,OUT018,769.516
FDC03,OUT046,798.94916
DRF60,OUT013,990.0884
FDS27,OUT027,919.7946
FDP33,OUT010,1030.0073
FDJ36,OUT018,1400.3679
NCR42,OUT013,321.1499
FDV14,OUT017,227.93948
NCP42,OUT035,379.44733
FDB50,OUT027,442.17963
NCC30,OUT027,212.6576
FDA23,OUT018,464.23718
FDW16,OUT017,529.42
FDQ52,OUT010,2345.7905
FDB58,OUT049,1228.4241
NCP29,OUT049,1081.5629
NCM05,OUT045,4576.168
FDO25,OUT013,3174.6992
NCM54,OUT046,406.223
NCL54,OUT046,2931.3025
FDL39,OUT010,1603.8273
FDF53,OUT018,1988.6924
NCQ42,OUT035,3932.1318
FDF58,OUT013,5401.401
FDZ04,OUT035,3868.3574
FDE26,OUT019,839.6631
FDS60,OUT017,4055.8933
FDV58,OUT017,730.58154
FDM04,OUT045,679.18353
FDE08,OUT035,492.8285
NCB43,OUT049,200.64857
FDU11,OUT010,2624.864
FDF22,OUT019,3187.4988
FDE24,OUT013,3004.5337
DRJ49,OUT046,2770.4597
NCQ53,OUT035,4188.1416
NCL41,OUT013,2672.3582
FDR22,OUT013,2872.3025
FDH04,OUT035,2428.9387
DRH15,OUT045,2611.711
FDY40,OUT049,4069.3489
NCI17,OUT035,2691.3682
NCC18,OUT013,2821.7214
FDY28,OUT027,2513.071
FDB45,OUT027,2284.4136
NCL30,OUT018,272.25015
FDM10,OUT017,2406.8806
FDH22,OUT027,356.6195
NCZ53,OUT017,260.86395
NCI18,OUT013,2084.9436
FDH14,OUT027,2023.1049
FDR36,OUT027,344.5667
FDW01,OUT045,2187.8042
FDK02,OUT027,1960.351
FDJ02,OUT018,2966.8972
FDU55,OUT013,422.99454
NCV18,OUT027,2846.271
FDH14,OUT018,2738.0273
FDZ37,OUT045,372.6781
FDX49,OUT049,1392.1102
NCD43,OUT046,1334.6852
FDZ07,OUT013,2292.4285
FDK43,OUT035,348.18066
FDR32,OUT018,2073.4023
FDT39,OUT013,3360.3503
NCV54,OUT017,3555.72
FDF38,OUT018,3758.4126
FDV60,OUT046,3632.9844
FDH44,OUT027,3809.8293
FDS21,OUT046,2367.854
NCL41,OUT045,2051.403
FDM46,OUT017,2367.062
FDU27,OUT045,583.63855
NCJ54,OUT017,559.1124
DRG51,OUT018,250.41069
NCA29,OUT019,2449.064
FDR47,OUT045,3782.3867
NCL19,OUT027,2294.6057
DRG01,OUT049,2250.567
FDG10,OUT046,3703.93
NCV05,OUT049,2306.7275
NCH18,OUT019,2540.9182
FDV14,OUT018,2790.1294
DRJ23,OUT035,4147.7515
DRJ11,OUT046,2717.9575
FDZ03,OUT017,2364.9705
FDI27,OUT010,915.46136
FDJ14,OUT018,976.4951
FDU32,OUT017,1251.1774
FDD47,OUT027,1820.5574
DRF36,OUT035,1687.7463
FDM21,OUT046,1654.9656
FDV10,OUT018,239.96422
FDH60,OUT018,1824.7076
FDX47,OUT010,3156.9556
FDT19,OUT019,3283.9321
FDO11,OUT045,3241.8958
FDH24,OUT027,266.57526
FDL02,OUT018,2484.7944
FDB02,OUT049,845.2064
FDA43,OUT046,736.83765
FDG52,OUT045,826.74713
DRC12,OUT013,766.1157
FDY37,OUT018,789.66113
NCU18,OUT045,1562.002
FDU09,OUT035,1846.3344
DRJ25,OUT027,3005.2693
DRE12,OUT018,2020.9591
DRL47,OUT017,2117.88
DRK01,OUT046,3326.1821
FDC22,OUT019,2147.6929
FDG44,OUT013,1825.5596
FDW04,OUT035,3506.8303
FDK09,OUT049,4240.842
NCN43,OUT035,4039.8718
FDG04,OUT049,5669.344
FDH32,OUT010,4087.8345
DRI47,OUT017,2416.497
DRE15,OUT013,259.84467
FDY11,OUT035,2379.2043
FDO60,OUT049,2561.0571
FDQ20,OUT018,1591.1752
FDO57,OUT027,227.01575
FDT14,OUT019,1269.6875
FDA57,OUT049,1264.3079
DRN35,OUT017,1430.3071
FDJ03,OUT046,1413.8442
FDX28,OUT017,1452.4082
DRE25,OUT045,1392.909
FDR09,OUT046,3187.5762
FDB23,OUT035,3136.799
FDO08,OUT045,384.66635
FDQ23,OUT049,858.3124
FDW04,OUT013,994.8482
DRK13,OUT010,890.0183
NCL17,OUT027,874.0135
FDY21,OUT035,936.82074
FDJ38,OUT027,404.03757
FDA37,OUT019,2718.292
FDV43,OUT013,3060.6458
FDL36,OUT046,4426.641
FDD53,OUT045,2937.905
FDZ19,OUT010,333.91022
FDV21,OUT045,1802.2611
NCL54,OUT018,2788.4756
DRI47,OUT027,3015.8823
DRG03,OUT049,2854.8171
FDG21,OUT013,2889.1494
FDW03,OUT018,3242.2678
NCI55,OUT046,347.29898
DRC36,OUT019,1755.3341
FDH22,OUT017,1311.8496
FDV20,OUT045,1561.9514
NCU41,OUT027,1600.9142
FDN46,OUT027,212.54527
FDK50,OUT045,828.108
NCA05,OUT027,238.35829
DRH01,OUT018,1645.9064
FDT08,OUT018,1812.5732
FDM08,OUT018,2951.206
FDZ07,OUT035,3202.754
FDS22,OUT017,1240.3673
FDV35,OUT027,1049.6072
FDI28,OUT010,2451.3547
FDW58,OUT027,316.30692
FDT52,OUT045,2417.9568
FDY34,OUT046,2915.6206
FDR10,OUT046,373.56696
FDK57,OUT017,2993.9473
FDR02,OUT027,4382.888
FDX49,OUT046,431.336
FDQ20,OUT046,1787.9747
DRK23,OUT045,259.11737
NCW06,OUT046,349.93033
FDR31,OUT017,724.65607
NCE43,OUT013,190.10696
DRO59,OUT027,554.0268
FDN09,OUT049,380.1281
FDR11,OUT046,2923.439
FDO57,OUT013,3165.7183
NCX18,OUT017,1297.2933
FDB05,OUT018,2726.3865
FDQ08,OUT018,1322.0901
NCG43,OUT035,1352.5203
FDJ56,OUT013,216.12608
FDA13,OUT010,848.5686
FDO56,OUT017,1012.467
FDB37,OUT018,795.7378
FDZ02,OUT018,866.9778
FDQ24,OUT046,2832.748
FDM16,OUT013,359.9814
FDU35,OUT049,2733.7551
FDT35,OUT035,2615.6812
NCX30,OUT049,4145.0786
FDG04,OUT017,4290.445
FDI12,OUT035,5705.6045
FDE35,OUT035,4016.005
NCP14,OUT027,1379.6849
NCY53,OUT045,1301.1001
FDP49,OUT017,1311.4193
FDQ04,OUT017,1237.5881
FDM39,OUT035,2574.249
FDO58,OUT019,236.98988
FDC56,OUT017,1818.7073
NCQ54,OUT046,1940.7932
FDV10,OUT027,2108.236
NCK17,OUT046,3549.6868
NCF55,OUT027,1812.7296
FDV33,OUT013,2202.9785
NCH29,OUT019,3084.1174
FDA37,OUT027,1618.015
FDH46,OUT018,344.7971
FDS25,OUT035,919.51556
FDH04,OUT027,911.3681
FDX52,OUT046,2164.8506
NCD42,OUT017,769.7338
FDW47,OUT017,518.04877
FDL25,OUT027,413.9959
NCJ06,OUT010,368.08694
FDY09,OUT013,601.4951
FDS40,OUT046,700.006
FDH41,OUT017,1991.1493
FDG38,OUT035,1856.2952
FDU03,OUT027,1908.9064
FDV20,OUT046,1951.7684
DRB13,OUT045,2012.3156
NCQ30,OUT013,1880.4172
NCH06,OUT013,1934.8882
FDU50,OUT018,1973.1294
NCO42,OUT019,3263.4663
FDW09,OUT018,5752.7427
FDH04,OUT013,4204.186
FDC21,OUT045,4177.0073
FDL21,OUT049,405.9092
FDM46,OUT010,2628.0918
FDT22,OUT019,2576.3667
FDB28,OUT035,3807.043
FDI12,OUT018,2517.7444
FDA28,OUT045,2342.9766
FDF59,OUT013,2409.201
FDM45,OUT027,2904.1863
FDQ56,OUT017,2406.2131
FDR46,OUT049,2397.853
FDT01,OUT013,446.08725
FDD16,OUT027,2840.083
NCU30,OUT010,363.40067
FDM40,OUT010,3068.3596
FDI56,OUT035,2935.6125
NCS30,OUT013,3237.3508
FDU08,OUT017,3218.1045
FDX51,OUT027,384.33127
FDA43,OUT045,1617.5991
FDX59,OUT010,3188.0713
FDC37,OUT018,1558.508
FDP58,OUT013,1799.6354
NCY42,OUT035,3223.0762
FDF21,OUT018,3223.4846
FDU10,OUT027,3312.025
DRL47,OUT018,2219.2112
FDA58,OUT018,2262.497
FDJ22,OUT049,3721.2249
FDK50,OUT046,3741.6663
FDO38,OUT035,3745.8948
DRF60,OUT035,975.1676
NCZ42,OUT019,3813.7773
FDD35,OUT049,3927.2117
FDL25,OUT045,2652.6294
FDJ16,OUT013,2358.8103
DRK59,OUT049,2894.9807
FDI50,OUT046,2850.574
NCB19,OUT045,204.48283
DRI37,OUT035,487.55814
FDA14,OUT027,468.26053
FDC08,OUT018,3934.28
FDS45,OUT046,2242.5483
FDI21,OUT049,1869.796
DRJ47,OUT035,1959.3425
DRE37,OUT027,1916.6117
FDT55,OUT018,2070.8926
NCG42,OUT027,3396.6963
FDA31,OUT049,3658.554
NCW42,OUT046,844.4574
FDF50,OUT017,2231.292
FDK56,OUT049,2509.7148
FDX10,OUT035,3356.399
NCK07,OUT027,1775.3289
FDZ49,OUT017,1967.1425
FDR33,OUT013,2038.4055
FDO44,OUT018,2068.8296
FDA20,OUT046,3600.9307
NCL30,OUT045,2113.9497
FDI05,OUT019,2319.9202
FDQ12,OUT018,2487.5552
FDH47,OUT017,2669.036
FDH34,OUT018,2493.3738
FDF29,OUT046,311.33127
FDG40,OUT018,1132.3555
NCE18,OUT017,1488.6005
FDP21,OUT010,1312.1527
FDY50,OUT013,3076.8372
FDB36,OUT049,3421.2737
NCZ29,OUT049,2125.2217
FDU20,OUT018,2041.8467
FDO56,OUT013,824.752
FDW31,OUT049,854.8034
DRH59,OUT013,933.28894
NCB30,OUT017,2647.3765
FDK43,OUT027,2731.885
FDW43,OUT045,2884.0564
NCL19,OUT017,2013.1372
FDJ27,OUT046,3293.8125
FDC45,OUT046,1904.6003
FDY40,OUT035,1767.87
NCM41,OUT035,220.76149
NCK18,OUT019,1130.869
FDP37,OUT049,1186.4757
FDA27,OUT027,1361.4341
NCX30,OUT035,1095.619
FDR09,OUT017,955.02966
FDG08,OUT027,891.43463
NCU30,OUT013,1061.537
FDB16,OUT017,4294.3506
FDM16,OUT017,367.1364
FDC48,OUT013,352.79465
NCF18,OUT046,2373.064
FDU46,OUT018,3816.9573
FDH41,OUT018,4106.444
NCN42,OUT010,4130.718
FDU49,OUT046,4271.141
FDB20,OUT027,4096.557
FDG50,OUT019,2440.162
FDW20,OUT045,2372.9573
NCO55,OUT049,2174.149
FDX48,OUT046,2466.1133
FDU48,OUT046,2198.3958
FDR48,OUT019,1006.4097
FDK27,OUT013,1196.284
FDT35,OUT013,313.31644
FDN12,OUT049,2789.1555
NCE31,OUT019,1378.1655
FDL21,OUT017,1403.2794
FDV56,OUT017,1524.3424
FDR16,OUT017,2392.7297
NCP41,OUT049,2220.435
FDJ27,OUT013,2860.021
FDA07,OUT017,3066.4878
FDK55,OUT049,3004.9458
FDM33,OUT049,392.26102
FDY46,OUT046,3228.8557
FDD36,OUT046,3152.254
FDB12,OUT027,2500.9294
FDF28,OUT019,559.97864
NCE07,OUT019,462.63812
FDW50,OUT027,289.00076
NCW18,OUT017,1829.0995
NCJ17,OUT019,4209.733
DRZ24,OUT010,1370.5148
FDS07,OUT035,4296.1753
NCW05,OUT010,4257.61
FDZ22,OUT018,2541.693
FDK02,OUT046,2211.4622
FDZ45,OUT027,2066.131
FDL25,OUT046,2419.045
FDS08,OUT045,3852.5376
NCZ42,OUT027,5741.6587
FDX57,OUT035,1329.4933
FDF21,OUT046,2732.5334
FDJ56,OUT018,1470.828
FDX10,OUT013,1699.1536
DRG48,OUT035,1638.8666
DRN37,OUT046,1564.2911
NCY41,OUT018,1657.9957
FDN28,OUT045,2180.8267
FDE34,OUT045,2146.4841
FDR10,OUT045,2921.968
FDC32,OUT017,2673.7861
DRG13,OUT046,2738.3347
FDP59,OUT049,3072.314
NCT53,OUT010,377.27103
FDL57,OUT027,484.92303
FDN32,OUT010,2869.2515
FDK09,OUT018,542.96735
FDA52,OUT010,2161.1956
FDC57,OUT049,888.2847
FDI09,OUT035,218.06898
NCB07,OUT046,882.337
FDP26,OUT035,790.995
FDP40,OUT027,1903.014
FDL15,OUT013,3289.3467
FDV07,OUT046,1432.2166
FDS03,OUT017,1581.1931
FDE50,OUT049,2888.44
FDQ15,OUT017,1507.5762
FDQ33,OUT010,821.7809
FDT22,OUT013,842.71814
DRO35,OUT035,1016.6909
FDJ41,OUT049,2127.92
FDQ27,OUT035,3612.9082
FDC26,OUT017,3709.706
